nome,idade,email,genero,cep,cidade_estado,bairro,user_ativo,produto,produto_valor,data_compra
Allen Silva,20,anafreisa.teste@gmail.com,M,49066239,Aracaju/SE,Industrial,1,Cerveja,4.0,2021-03-28
Shawn Anderson,47,anafreisa.teste@gmail.com,M,60325180,Fortaleza/CE,Monte Castelo,0,Vinho Branco,56.9,2021-03-14
Matthew Rodriguez,41,anafreisa.teste@gmail.com,M,7021180,Guarulhos/SP,Vila Maria Tereza,1,whisky,129.0,2021-03-30
Bethany Blake,52,anafreisa.teste@gmail.com,F,83311340,Piraquara/PR,Guarituba,1,Água,2.29,2021-03-30
Charles Gilbert,37,anafreisa.teste@gmail.com,F,19100098,Presidente Prudente/SP,Conjunto Habitacional Jardim Humberto Salvador,0,whisky,129.0,2021-03-05
William Evans,31,anafreisa.teste@gmail.com,F,4276000,São Paulo/SP,Vila Dom Pedro I,0,Vinho Branco,56.9,2021-02-02
Kenneth Lopez,52,anafreisa.teste@gmail.com,M,51190480,Recife/PE,Ipsep,0,Vinho Tinto,69.9,2021-03-05
Calvin Meyers,67,anafreisa.teste@gmail.com,M,7179210,Guarulhos/SP,Jardim Ponte Alta I,0,whisky,129.0,2021-03-14
Colleen Roach,26,anafreisa.teste@gmail.com,M,2278010,São Paulo/SP,Vila Nilo,0,Água com gás,3.29,2021-03-13
Erica Cunningham,40,anafreisa.teste@gmail.com,M,49070179,Aracaju/SE,Cidade Nova,0,Vinho Tinto,69.9,2021-03-13
Sarah Maxwell,24,anafreisa.teste@gmail.com,M,40342040,Salvador/BA,Santa Mônica,0,Vinho Branco,56.9,2021-03-06
Valerie Reed,42,anafreisa.teste@gmail.com,M,53170011,Olinda/PE,Alto da Bondade,0,Cerveja,4.0,2021-03-02
Lisa Greene,26,anafreisa.teste@gmail.com,M,72156209,Brasília/DF,Taguatinga Norte (Taguatinga),0,Vinho Branco,56.9,2021-03-15
Aaron Nielsen,44,anafreisa.teste@gmail.com,F,7091130,Guarulhos/SP,Jardim das Hortências,0,Cerveja,4.0,2021-02-15
Brandon Freeman,60,anafreisa.teste@gmail.com,F,77755970,Bernardo Sayão/TO,Setor Central,1,Vinho Tinto,69.9,2021-03-23
Melissa Swanson,20,anafreisa.teste@gmail.com,M,36682000,Roça Grande (São João Nepomuceno)/MG  - Distrito,,1,Cerveja,4.0,2021-03-27
Ms. Kristen Lynch MD,20,anafreisa.teste@gmail.com,F,54240695,Jaboatão dos Guararapes/PE,Floriano,0,whisky,129.0,2021-03-17
Emily Holland,28,anafreisa.teste@gmail.com,M,88911108,Araranguá/SC,Morro dos Conventos,0,Refrigerante Guaraná,2.3,2021-03-14
Allison Yu,46,anafreisa.teste@gmail.com,F,25581114,São João de Meriti/RJ,Parque Barreto,0,Vodka,33.8,2021-02-05
Amy Williams,44,anafreisa.teste@gmail.com,M,38745608,Patrocínio/MG,Serra Negra,1,whisky,129.0,2021-03-26
Donald Evans,49,anafreisa.teste@gmail.com,F,79831335,Dourados/MS,Jardim Ayde,0,Cerveja,4.0,2021-03-16
Ruth Gonzalez,51,anafreisa.teste@gmail.com,F,27510100,Resende/RJ,Comercial,0,Cerveja,4.0,2021-02-09
Craig Green,38,anafreisa.teste@gmail.com,M,32050394,Contagem/MG,Estaleiro,0,Refrigerante Guaraná,2.3,2021-03-11
Chris Scott,42,anafreisa.teste@gmail.com,M,77834992,Araguaína/TO,,0,Vinho Tinto,69.9,2021-03-13
Thomas Wilkinson,28,anafreisa.teste@gmail.com,F,13631655,Pirassununga/SP,Jardim Morumbi,0,Cerveja,4.0,2021-03-20
Christopher Murphy,54,anafreisa.teste@gmail.com,M,14076519,Ribeirão Preto/SP,Independência,0,Vodka,33.8,2021-03-09
Mark Sandoval,49,anafreisa.teste@gmail.com,M,30628210,Belo Horizonte/MG,Solar do Barreiro (Barreiro),0,Cerveja,4.0,2021-03-18
Maxwell Richard,63,anafreisa.teste@gmail.com,F,41205032,Salvador/BA,Tancredo Neves,1,Cerveja,4.0,2021-03-25
Daniel Stewart,27,anafreisa.teste@gmail.com,M,4835375,São Paulo/SP,Jardim Beatriz,0,Refrigerante Cola,3.5,2021-03-03
Tim Chung,31,anafreisa.teste@gmail.com,M,33045800,Santa Luzia/MG,Frimisa,0,Vodka,33.8,2021-03-11
Brittany Robinson,40,anafreisa.teste@gmail.com,F,26271450,Nova Iguaçu/RJ,Parque São Vicente de Paulo,0,Vinho Tinto,69.9,2021-02-18
Joseph Everett DDS,19,anafreisa.teste@gmail.com,M,31370250,Belo Horizonte/MG,Garças,0,Cerveja,4.0,2021-03-16
Peter Price,64,anafreisa.teste@gmail.com,F,89041600,Blumenau/SC,Água Verde,0,whisky,129.0,2021-03-08
Jeffrey Romero,66,anafreisa.teste@gmail.com,M,73368816,Brasília/DF,Arapoanga (Planaltina),1,Refrigerante Guaraná,2.3,2021-03-23
Amanda Silva,26,anafreisa.teste@gmail.com,M,9401140,Ribeirão Pires/SP,Centro,0,Refrigerante Cola,3.5,2021-03-07
Joel Holland,30,anafreisa.teste@gmail.com,M,84063120,Ponta Grossa/PR,Chapada,1,Vinho Tinto,69.9,2021-03-24
Jennifer King,58,anafreisa.teste@gmail.com,F,31573280,Belo Horizonte/MG,Piratininga (Venda Nova),0,Vinho Branco,56.9,2021-02-20
Anthony Rocha,29,anafreisa.teste@gmail.com,M,88520740,Lages/SC,Dom Daniel,0,Refrigerante Guaraná,2.3,2021-03-04
Stephen Jones,38,anafreisa.teste@gmail.com,M,22610350,Rio de Janeiro/RJ,São Conrado,0,whisky,129.0,2021-03-21
David Davis,38,anafreisa.teste@gmail.com,F,65030740,São Luís/MA,Parque Amazonas,1,Vinho Tinto,69.9,2021-03-27
Alicia Weaver,38,anafreisa.teste@gmail.com,F,25625019,Petrópolis/RJ,Alto da Serra,0,Cerveja,4.0,2021-03-03
Kimberly Willis,26,anafreisa.teste@gmail.com,F,18307420,Capão Bonito/SP,Parque das Nações,0,Vodka,33.8,2021-02-18
Shannon Alvarez,74,anafreisa.teste@gmail.com,M,26450230,Japeri/RJ,Pedra Lisa,1,Refrigerante Guaraná,2.3,2021-03-26
Christine Carrillo,61,anafreisa.teste@gmail.com,F,87705400,Paranavaí/PR,Jardim Iguaçu,0,whisky,129.0,2021-03-06
Kurt Taylor,29,anafreisa.teste@gmail.com,F,71655510,Brasília/DF,Setor de Habitações Individuais Sul,1,Vinho Branco,56.9,2021-03-31
Adriana Campbell,34,anafreisa.teste@gmail.com,F,61932276,Maracanaú/CE,Pajuçara,0,Cerveja,4.0,2021-03-20
Dr. Francis Dawson,43,anafreisa.teste@gmail.com,M,32661622,Betim/MG,Conjunto Habitacional José Gomes de Castro,0,Vinho Branco,56.9,2021-03-15
Mary Russell,39,anafreisa.teste@gmail.com,M,18081245,Sorocaba/SP,Jardim Abaeté,0,Refrigerante Guaraná,2.3,2021-03-02
Amber Roberts,53,anafreisa.teste@gmail.com,F,8230230,São Paulo/SP,Vila Taquari,1,Refrigerante Guaraná,2.3,2021-03-29
Robert Owens,52,anafreisa.teste@gmail.com,M,84072100,Ponta Grossa/PR,Boa Vista,0,whisky,129.0,2021-03-21
Tyler Wolf,67,anafreisa.teste@gmail.com,M,37062780,Varginha/MG,Industrial JK,0,whisky,129.0,2021-03-03
Suzanne Jefferson,47,anafreisa.teste@gmail.com,M,36010110,Juiz de Fora/MG,Centro,0,Cerveja,4.0,2021-03-21
Tyler Osborne,43,anafreisa.teste@gmail.com,F,29946700,São Mateus/ES,Uruçuquara,0,Refrigerante Guaraná,2.3,2021-02-11
David Ball,29,anafreisa.teste@gmail.com,M,27524752,Resende/RJ,Bela Vista,0,Vodka,33.8,2021-03-08
Eugene Wood,22,anafreisa.teste@gmail.com,F,79837338,Dourados/MS,Esplanada,0,Cerveja,4.0,2021-03-15
Brittney Johnson,43,anafreisa.teste@gmail.com,F,61604310,Caucaia/CE,Conjunto Metropolitano,1,Refrigerante Cola,3.5,2021-03-28
Sara Martinez,26,anafreisa.teste@gmail.com,F,54355638,Jaboatão dos Guararapes/PE,Muribeca,0,Vinho Tinto,69.9,2021-03-19
Stephen Reynolds,22,anafreisa.teste@gmail.com,M,25041520,Duque de Caxias/RJ,Jardim São Lourenço,1,Refrigerante Guaraná,2.3,2021-03-28
Michael Gonzalez,25,anafreisa.teste@gmail.com,F,34525130,Sabará/MG,Vila Francisco de Moura,1,Refrigerante Guaraná,2.3,2021-03-30
Mia Guzman,29,anafreisa.teste@gmail.com,M,76813078,Porto Velho/RO,Cascalheira,0,Refrigerante Guaraná,2.3,2021-03-14
Sara Thomas,48,anafreisa.teste@gmail.com,F,77430400,Gurupi/TO,Residencial Jardim dos Buritis,0,Vinho Branco,56.9,2021-03-08
Tracey Snyder,18,anafreisa.teste@gmail.com,F,9784270,São Bernardo do Campo/SP,Montanhão,0,Refrigerante Cola,3.5,2021-03-09
Patricia Morgan,31,anafreisa.teste@gmail.com,M,18031050,Sorocaba/SP,Jardim Emília,0,Vinho Tinto,69.9,2021-03-03
Amanda Rojas,30,anafreisa.teste@gmail.com,F,3338003,São Paulo/SP,Jardim Anália Franco,0,Vinho Tinto,69.9,2021-03-05
David Vasquez,37,anafreisa.teste@gmail.com,M,1251180,São Paulo/SP,Sumaré,1,Refrigerante Guaraná,2.3,2021-03-26
Dr. Kaylee Bradshaw,21,anafreisa.teste@gmail.com,F,74981374,Aparecida de Goiânia/GO,Residencial Parqville Jacarandá,0,Refrigerante Guaraná,2.3,2021-03-05
Lori Bowman,32,anafreisa.teste@gmail.com,F,48602130,Paulo Afonso/BA,Centro,0,Tequila,95.99,2021-03-06
Sean Blanchard,40,anafreisa.teste@gmail.com,M,27930750,Macaé/RJ,Vale Encantado,1,Vinho Tinto,69.9,2021-03-24
Paul Dickerson,29,anafreisa.teste@gmail.com,M,70830402,Brasília/DF,Asa Norte,1,Refrigerante Guaraná,2.3,2021-03-24
Katherine Bush,63,anafreisa.teste@gmail.com,F,28080125,Campos dos Goytacazes/RJ,Parque Prazeres,0,Vinho Tinto,69.9,2021-03-20
Samantha Estes,58,anafreisa.teste@gmail.com,M,23055220,Rio de Janeiro/RJ,Campo Grande,0,Vodka,33.8,2021-03-05
Linda James,40,anafreisa.teste@gmail.com,F,36092558,Juiz de Fora/MG,Benfica,0,Vinho Branco,56.9,2021-03-16
Laura Phelps,50,anafreisa.teste@gmail.com,M,62880490,Horizonte/CE,Mangueiral,1,whisky,129.0,2021-03-25
Peter Gray,18,anafreisa.teste@gmail.com,M,15062005,São José do Rio Preto/SP,Chácara Jockey Club (Zona Rural),0,Refrigerante Guaraná,2.3,2021-03-22
Nancy Hughes,27,anafreisa.teste@gmail.com,M,60762340,Fortaleza/CE,Mondubim,1,Vinho Tinto,69.9,2021-03-29
Sarah Torres,35,anafreisa.teste@gmail.com,M,57318450,Bananeiras (Arapiraca)/AL  - Distrito,,0,Vinho Tinto,69.9,2021-03-12
Kevin Walker,76,anafreisa.teste@gmail.com,M,6270380,Osasco/SP,Vila Menck,0,whisky,129.0,2021-03-14
Matthew Shepherd,34,anafreisa.teste@gmail.com,M,42706590,Lauro de Freitas/BA,Ipitanga,1,Cerveja,4.0,2021-03-24
Danielle Smith,23,anafreisa.teste@gmail.com,M,41400176,Salvador/BA,CEASA,0,whisky,129.0,2021-03-20
James Cook,48,anafreisa.teste@gmail.com,M,87005020,Maringá/PR,Vila Bosque,0,Refrigerante Guaraná,2.3,2021-03-19
Jacob Bennett,52,anafreisa.teste@gmail.com,M,75135835,Anápolis/GO,Conjunto Habitacional Esperança II,0,Tequila,95.99,2021-03-22
Mark Mendoza,24,anafreisa.teste@gmail.com,F,79084050,Campo Grande/MS,Conjunto Aero Rancho,0,Cerveja,4.0,2021-03-02
Samantha Burgess,26,anafreisa.teste@gmail.com,M,4939040,São Paulo/SP,Jardim Copacabana,0,Cerveja,4.0,2021-03-17
Heather Ashley,39,anafreisa.teste@gmail.com,F,26115722,Belford Roxo/RJ,Barro Vermelho,0,Vodka,33.8,2021-02-17
Patrick Owens,51,anafreisa.teste@gmail.com,M,88519606,Lages/SC,Restinga Seca,1,Vodka,33.8,2021-03-26
Raymond Reynolds,35,anafreisa.teste@gmail.com,F,55036765,Caruaru/PE,Kennedy,1,Cerveja,4.0,2021-03-29
Derrick Walker,52,anafreisa.teste@gmail.com,F,11722180,Praia Grande/SP,Vila Sônia,0,Refrigerante Guaraná,2.3,2021-03-01
James Oliver,26,anafreisa.teste@gmail.com,M,23058550,Rio de Janeiro/RJ,Cosmos,1,Cerveja,4.0,2021-03-27
Ralph Green,47,anafreisa.teste@gmail.com,M,26170255,Belford Roxo/RJ,Pauline,1,Refrigerante Guaraná,2.3,2021-03-25
William Jones,47,anafreisa.teste@gmail.com,F,30350240,Belo Horizonte/MG,Santo Antônio,1,Vodka,33.8,2021-03-28
Ronald Brown,26,anafreisa.teste@gmail.com,M,13503140,Rio Claro/SP,Jardim Mirassol,0,Refrigerante Guaraná,2.3,2021-03-13
Gina Price,30,anafreisa.teste@gmail.com,M,70675121,Brasília/DF,Setor Sudoeste,0,Cerveja,4.0,2021-03-15
Amanda Jones,22,anafreisa.teste@gmail.com,F,65035200,São Luís/MA,Liberdade,0,Refrigerante Guaraná,2.3,2021-03-14
Scott Cook,24,anafreisa.teste@gmail.com,M,64205526,Parnaíba/PI,João XXIII,1,Vinho Branco,56.9,2021-03-26
Hannah Gregory,38,anafreisa.teste@gmail.com,F,21741300,Rio de Janeiro/RJ,Jardim Sulacap,0,Refrigerante Guaraná,2.3,2021-03-01
Alyssa Humphrey,49,anafreisa.teste@gmail.com,M,27213230,Volta Redonda/RJ,Aterrado,1,Vinho Tinto,69.9,2021-03-23
William Patel,61,anafreisa.teste@gmail.com,M,92425100,Canoas/RS,São José,0,Refrigerante Cola,3.5,2021-03-13
Ashley Burke,59,anafreisa.teste@gmail.com,M,48916083,Juazeiro/BA,Padre Vicente,1,Vodka,33.8,2021-03-31
Roberto Clarke,72,anafreisa.teste@gmail.com,M,86962000,Pocinho (Barbosa Ferraz)/PR  - Distrito,,1,Vinho Branco,56.9,2021-03-24
Karen Smith,22,anafreisa.teste@gmail.com,F,89056090,Blumenau/SC,Fortaleza,0,Vinho Tinto,69.9,2021-03-16
Sharon Martinez,28,anafreisa.teste@gmail.com,F,50791475,Recife/PE,Curado,1,Vinho Tinto,69.9,2021-03-24
Gabriel Perez,49,anafreisa.teste@gmail.com,F,19064350,Presidente Prudente/SP,Conjunto Habitacional Ana Jacinta,0,whisky,129.0,2021-02-04
Heather Smith,37,anafreisa.teste@gmail.com,F,91160084,Porto Alegre/RS,Santa Rosa de Lima,0,Cerveja,4.0,2021-03-15
Sara Thompson,19,anafreisa.teste@gmail.com,F,86031760,Londrina/PR,Rui Barbosa,1,Cerveja,4.0,2021-03-26
Kathleen Wallace,64,anafreisa.teste@gmail.com,M,63500348,Iguatu/CE,Taboleiro,0,Refrigerante Cola,3.5,2021-03-21
Jessica Curry,23,anafreisa.teste@gmail.com,F,85816250,Cascavel/PR,São Cristóvão,0,Vinho Branco,56.9,2021-03-09
Amy Stokes,43,anafreisa.teste@gmail.com,F,14031012,Ribeirão Preto/SP,Vila Guiomar,0,Cerveja,4.0,2021-02-18
Daniel Massey,49,anafreisa.teste@gmail.com,M,15070560,São José do Rio Preto/SP,Parque Residencial Comendador Mançor Daud,1,Vinho Branco,56.9,2021-03-31
Jessica Grant,55,anafreisa.teste@gmail.com,M,70857130,Brasília/DF,Asa Norte,0,whisky,129.0,2021-03-13
Brianna Gray,25,anafreisa.teste@gmail.com,M,54759631,Camaragibe/PE,Vila da Fábrica,1,Vinho Tinto,69.9,2021-03-27
Misty Allen,23,anafreisa.teste@gmail.com,F,62016110,Sobral/CE,Padre Palhano,0,Refrigerante Cola,3.5,2021-03-19
Sydney Bowers,26,anafreisa.teste@gmail.com,F,75113900,Anápolis/GO,Jundiaí,1,Vodka,33.8,2021-03-26
Karen Fleming,43,anafreisa.teste@gmail.com,F,79006661,Campo Grande/MS,Vila Taquarussu,1,Refrigerante Cola,3.5,2021-03-31
Nicholas Stewart,36,anafreisa.teste@gmail.com,F,75495000,Jesúpolis/GO,,0,whisky,129.0,2021-03-11
Angel Johnson,38,anafreisa.teste@gmail.com,F,9950760,Diadema/SP,Piraporinha,0,Vinho Tinto,69.9,2021-02-14
Juan Dudley,28,anafreisa.teste@gmail.com,F,24410494,São Gonçalo/RJ,Morro do Castro,0,Tequila,95.99,2021-03-13
Michael Lee,56,anafreisa.teste@gmail.com,M,7122180,Guarulhos/SP,Jardim Bom Clima,1,Refrigerante Cola,3.5,2021-03-29
Ronnie Thomas,32,anafreisa.teste@gmail.com,F,91787472,Porto Alegre/RS,Extrema,1,Vinho Branco,56.9,2021-03-25
Richard Cruz,46,anafreisa.teste@gmail.com,M,75064865,Anápolis/GO,Residencial Mônica Braga,1,Vinho Tinto,69.9,2021-03-31
Catherine Moore,34,anafreisa.teste@gmail.com,M,12031740,Taubaté/SP,Jardim Independência,1,Cerveja,4.0,2021-03-23
Dawn Washington,35,anafreisa.teste@gmail.com,F,74936160,Aparecida de Goiânia/GO,Cidade Vera Cruz,0,Água com gás,3.29,2021-03-03
Brian Shepard,36,anafreisa.teste@gmail.com,F,74425210,Goiânia/GO,Cidade Jardim,0,Tequila,95.99,2021-03-21
Daniel Clark,26,anafreisa.teste@gmail.com,F,41490578,Salvador/BA,Mussurunga I,1,whisky,129.0,2021-03-29
Andre Johnson,17,anafreisa.teste@gmail.com,F,25954175,Teresópolis/RJ,Meudon,0,Cerveja,4.0,2021-02-15
Tyler Robertson,30,anafreisa.teste@gmail.com,M,35181736,Timóteo/MG,Macuco,1,Refrigerante Guaraná,2.3,2021-03-25
Dr. Barbara Moses,46,anafreisa.teste@gmail.com,F,88904268,Araranguá/SC,Lagoão,1,Vinho Tinto,69.9,2021-03-27
Ashley Todd,54,anafreisa.teste@gmail.com,M,9910520,Diadema/SP,Centro,1,whisky,129.0,2021-03-27
Vincent Martinez DDS,20,anafreisa.teste@gmail.com,M,5028100,São Paulo/SP,Vila Anglo Brasileira,0,Gelo,10.2,2021-03-16
Jennifer Wilson,23,anafreisa.teste@gmail.com,M,21832103,Rio de Janeiro/RJ,Senador Camará,1,Cerveja,4.0,2021-03-28
Deborah Contreras,22,anafreisa.teste@gmail.com,M,6535225,Santana de Parnaíba/SP,Cidade São Pedro - Gleba B,1,Refrigerante Cola,3.5,2021-03-24
Daniel Jordan,41,anafreisa.teste@gmail.com,F,38421166,Uberlândia/MG,Loteamento Residencial Pequis,0,Refrigerante Guaraná,2.3,2021-03-09
Joshua Thomas,56,anafreisa.teste@gmail.com,F,26262190,Nova Iguaçu/RJ,Ouro Verde,0,Cerveja,4.0,2021-02-18
Brian Singh,67,anafreisa.teste@gmail.com,M,77080024,Palmas/TO,Taquarussu,1,whisky,129.0,2021-03-28
Hayley Burns,24,anafreisa.teste@gmail.com,F,1414970,São Paulo/SP,Cerqueira César,0,Refrigerante Guaraná,2.3,2021-02-17
Edgar Wright,48,anafreisa.teste@gmail.com,M,75510120,Itumbiara/GO,Social,1,Refrigerante Cola,3.5,2021-03-23
Andrew Reynolds,45,anafreisa.teste@gmail.com,M,26260085,Nova Iguaçu/RJ,da Luz,0,Vinho Branco,56.9,2021-03-13
Bobby Hall,62,anafreisa.teste@gmail.com,F,87705450,Paranavaí/PR,Jardim Ibirapuera,0,Vinho Tinto,69.9,2021-03-21
Michael Morris,40,anafreisa.teste@gmail.com,F,60541314,Fortaleza/CE,Granja Portugal,0,Gelo,10.2,2021-03-20
Crystal Drake,52,anafreisa.teste@gmail.com,M,90020110,Porto Alegre/RS,Centro Histórico,0,Tequila,95.99,2021-03-19
Sarah Burns,32,anafreisa.teste@gmail.com,F,54280423,Jaboatão dos Guararapes/PE,Sucupira,1,Vinho Tinto,69.9,2021-03-27
Michael Barton,62,anafreisa.teste@gmail.com,F,2961050,São Paulo/SP,Jardim Monjolo,0,Cerveja,4.0,2021-03-16
Amber Krause,44,anafreisa.teste@gmail.com,F,83307060,Piraquara/PR,Vila São Tiago,0,Refrigerante Cola,3.5,2021-03-07
Linda Oliver,31,anafreisa.teste@gmail.com,F,41195210,Salvador/BA,Barreiras,1,Cerveja,4.0,2021-03-27
Annette Wright,39,anafreisa.teste@gmail.com,M,12903495,Bragança Paulista/SP,Condomínio Villa Verde Bragança,1,Cerveja,4.0,2021-03-28
Matthew Keller,62,anafreisa.teste@gmail.com,M,5412001,São Paulo/SP,Pinheiros,0,Vinho Branco,56.9,2021-03-05
Mr. Lance Lucas,50,anafreisa.teste@gmail.com,F,18136861,São Roque/SP,Vinhedos,0,Refrigerante Guaraná,2.3,2021-02-06
Betty Phillips,36,anafreisa.teste@gmail.com,M,27972034,Macaé/RJ,Ajuda,0,Vinho Branco,56.9,2021-03-18
Dr. Holly Humphrey,33,anafreisa.teste@gmail.com,F,60521010,Fortaleza/CE,Henrique Jorge,1,Cerveja,4.0,2021-03-27
Michael Barton,23,anafreisa.teste@gmail.com,M,25725510,Petrópolis/RJ,Fazenda Inglesa,1,Tequila,95.99,2021-03-23
Heidi Hanson,26,anafreisa.teste@gmail.com,M,83704265,Araucária/PR,Boqueirão,0,Água,2.29,2021-03-16
Robert Moore,69,anafreisa.teste@gmail.com,M,83303320,Piraquara/PR,Vila Vicente Macedo,0,Vodka,33.8,2021-03-13
Morgan Bush,29,anafreisa.teste@gmail.com,F,24916135,Maricá/RJ,Guaratiba (Ponta Negra),0,Refrigerante Guaraná,2.3,2021-02-01
Dylan Washington,39,anafreisa.teste@gmail.com,M,70658473,Brasília/DF,Cruzeiro Novo,0,Vinho Tinto,69.9,2021-03-10
Tina Higgins,35,anafreisa.teste@gmail.com,M,18212616,Itapetininga/SP,Portal dos Pinheiros II,1,Vinho Branco,56.9,2021-03-23
Judy Nicholson,38,anafreisa.teste@gmail.com,F,36772527,Cataguases/MG,Primavera,0,whisky,129.0,2021-03-17
Frederick Gilbert,48,anafreisa.teste@gmail.com,F,3254240,São Paulo/SP,Vila São Nicolau,0,Cerveja,4.0,2021-02-05
Chad Proctor,32,anafreisa.teste@gmail.com,M,8566050,Poá/SP,Jardim Emília,0,Cerveja,4.0,2021-03-18
Lindsey Phillips,34,anafreisa.teste@gmail.com,F,66615180,Belém/PA,Marambaia,0,Cerveja,4.0,2021-03-18
Wendy Oconnor,25,anafreisa.teste@gmail.com,M,12041080,Taubaté/SP,Loteamento Residencial e Comercial Bosque Flamboyant,1,Vodka,33.8,2021-03-24
Rebecca Hawkins,37,anafreisa.teste@gmail.com,M,34600090,Sabará/MG,Nossa Senhora de Fátima,0,Refrigerante Cola,3.5,2021-02-09
Joseph Oneill,46,anafreisa.teste@gmail.com,F,14076390,Ribeirão Preto/SP,Independência,0,Vodka,33.8,2021-03-02
Michael Randall,33,anafreisa.teste@gmail.com,F,2462005,São Paulo/SP,Chora Menino,0,Cerveja,4.0,2021-03-20
Kimberly Howard,38,anafreisa.teste@gmail.com,F,13469593,Americana/SP,Parque Gramado,1,Vodka,33.8,2021-03-31
Stephanie Berry,36,anafreisa.teste@gmail.com,M,24919405,Maricá/RJ,Pindobal (Ponta Negra),1,Vinho Branco,56.9,2021-03-24
Kimberly Martinez,26,anafreisa.teste@gmail.com,M,8696655,Suzano/SP,Recreio Sertãozinho,0,Vinho Tinto,69.9,2021-03-08
Paula Rivera,57,anafreisa.teste@gmail.com,F,27966502,Macaé/RJ,Lagomar,0,Refrigerante Cola,3.5,2021-02-10
Ricky Marquez,24,anafreisa.teste@gmail.com,M,8452310,São Paulo/SP,Jardim Augusta,0,Vinho Tinto,69.9,2021-03-09
Nathan Rodriguez,29,anafreisa.teste@gmail.com,F,42738210,Lauro de Freitas/BA,Itinga,0,Tequila,95.99,2021-03-10
Donald Boyd,31,anafreisa.teste@gmail.com,M,89511024,Caçador/SC,Martello,1,Refrigerante Guaraná,2.3,2021-03-23
Melissa Bennett,22,anafreisa.teste@gmail.com,M,68703112,Capanema/PA,Primeira,1,Vinho Branco,56.9,2021-03-26
Natasha Mcmahon,20,anafreisa.teste@gmail.com,F,71587630,Brasília/DF,Paranoá Parque (Paranoá),0,Cerveja,4.0,2021-03-08
Christina Hernandez,42,anafreisa.teste@gmail.com,F,25976272,Teresópolis/RJ,Quinta Lebrão,0,Tequila,95.99,2021-03-16
Elizabeth Mullins,32,anafreisa.teste@gmail.com,F,14882188,Jaboticabal/SP,Parque dos Laranjais,1,Vodka,33.8,2021-03-31
Henry Wilson,38,anafreisa.teste@gmail.com,F,58300295,Santa Rita/PB,Vila Tibiri,0,Vinho Branco,56.9,2021-03-13
Catherine Cochran,59,anafreisa.teste@gmail.com,M,88348261,Camboriú/SC,Tabuleiro (Monte Alegre),0,Tequila,95.99,2021-03-18
Tony Jarvis,71,anafreisa.teste@gmail.com,F,26540015,Nilópolis/RJ,Centro,0,Cerveja,4.0,2021-03-01
Mr. Michael Peters DVM,33,anafreisa.teste@gmail.com,F,68041125,Santarém/PA,Laguinho,0,Vinho Tinto,69.9,2021-03-17
Cynthia Ramsey,50,anafreisa.teste@gmail.com,M,49020450,Aracaju/SE,Salgado Filho,0,Refrigerante Guaraná,2.3,2021-03-05
Cody Stanton,29,anafreisa.teste@gmail.com,M,18686405,Lençóis Paulista/SP,Antonio Lopes,1,Água,2.29,2021-03-27
Emily Gibson,23,anafreisa.teste@gmail.com,F,76873774,Ariquemes/RO,Setor 11,0,Refrigerante Guaraná,2.3,2021-03-13
Todd Campbell,51,anafreisa.teste@gmail.com,M,3317047,São Paulo/SP,Chácara Califórnia,0,Vinho Branco,56.9,2021-03-14
Troy Brown,55,anafreisa.teste@gmail.com,M,54705590,São Lourenço da Mata/PE,Capibaribe,0,Refrigerante Guaraná,2.3,2021-03-04
Nicole Arnold,61,anafreisa.teste@gmail.com,F,4015014,São Paulo/SP,Vila Mariana,1,Vinho Branco,56.9,2021-03-28
Joanna Beard,43,anafreisa.teste@gmail.com,F,6806125,Embu das Artes/SP,Jardim Santa Maria,0,Refrigerante Guaraná,2.3,2021-02-09
Jonathan Elliott,27,anafreisa.teste@gmail.com,M,59626520,Mossoró/RN,Rincão,0,Refrigerante Guaraná,2.3,2021-03-04
Sandra Henson,51,anafreisa.teste@gmail.com,F,28200973,São João da Barra/RJ,Cajueiro,0,Gelo,10.2,2021-03-04
Brian Miller,33,anafreisa.teste@gmail.com,M,54260320,Jaboatão dos Guararapes/PE,Cavaleiro,0,Vinho Tinto,69.9,2021-03-05
Ashley Chavez,34,anafreisa.teste@gmail.com,M,89084027,Indaial/SC,Carijós,1,Vinho Branco,56.9,2021-03-31
Kara Jordan,50,anafreisa.teste@gmail.com,M,24470640,São Gonçalo/RJ,Porto do Rosa,0,Cerveja,4.0,2021-03-08
Beth Golden,40,anafreisa.teste@gmail.com,M,14876010,Jaboticabal/SP,Ponte Seca,0,Água com gás,3.29,2021-03-05
Jennifer Watkins,16,anafreisa.teste@gmail.com,M,58083329,João Pessoa/PB,Indústrias,0,Refrigerante Guaraná,2.3,2021-03-10
Ryan Medina,50,anafreisa.teste@gmail.com,M,51250432,Recife/PE,Jordão,1,Vinho Branco,56.9,2021-03-27
Linda Anderson,48,anafreisa.teste@gmail.com,M,26572220,Mesquita/RJ,Rocha Sobrinho,1,Cerveja,4.0,2021-03-23
Jodi Meyer MD,24,anafreisa.teste@gmail.com,F,29213170,Guarapari/ES,São Gabriel,0,Água,2.29,2021-03-06
